store,sido,gungu,address,phone
강원홍천점,강원,홍천군,강원 홍천군 홍천읍 홍천로 321 (안정스위트타워) 105호,033-435-6070
강원동해점,강원,동해시,강원 동해시 한섬로 126-3 (천곡동) 102호,033-531-6060
강릉포남성덕점,강원,강릉시,강원 강릉시 경강로 2322 (포남동) 1층,033-652-1160
원주무실점,강원,원주시,강원 원주시 만대로 21-1 (무실동) 매머드시티 1차 1층 101호,033-742-8060
춘천강대온의점,강원,춘천시,강원 춘천시 남춘로55번길 3 (효자동) 1층,033-251-8043
속초교동점,강원,속초시,강원 속초시 교동 781-60,033-632-6060
강원속초점,강원,속초시,강원 속초시 동해대로 4006-1 (조양동) 1층,033-637-6969
춘천후평점,강원,춘천시,"강원 춘천시 백령로 190 (후평동) 상가동 101호, 102호",033-255-0060
춘천교대점,강원,춘천시,강원 춘천시 공지로 119 (석사동),033-264-5122
원주기업도시점,강원,원주시,강원 원주시 지정면 신지정로 173-1 (가곡리),033-731-4933
강릉회산점,강원,강릉시,강원 강릉시 회산동 185-2 2층,033-641-6082
원주혁신도시점,강원,원주시,강원 원주시 양지로 16 (반곡동) 동우테라스파크 B107호,033-731-4412
원주태장우산점,강원,원주시,강원 원주시 현충로322번길 12 (태장동),033-733-8286
원주단구점,강원,원주시,강원 원주시 서원대로 406 (단구동) 104호,033-766-4029
원주단계점,강원,원주시,강원 원주시 천사로 14 (단계동) 103호,033-743-6068
강원삼척점,강원,삼척시,강원 삼척시 하실길 36 (교동),033-575-6069
충북진천점,충북,진천군,충북 진천군 진천읍 남산8길 2-2,043-537-5851
충북옥천점,충북,옥천군,충북 옥천군 옥천읍 금장로 58,043-731-8245
충북오송점,충북,청주시,충북 청주시 흥덕구 오송읍 오송생명로 208-8 1층 104호,043-231-6092
오창2산단점,충북,청주시,충북 청주시 청원구 오창읍 주성1길 9 1층 103호 (산토리니빌딩),043-296-6060
충북영동점,충북,영동군,충북 영동군 영동읍 중앙로3길 2-1,043-745-0606
충북청주분평점,충북,청주시,충북 청주시 서원구 1순환로 1109 (분평동),043-288-2675
제천명동점,충북,제천시,충북 제천시 중앙로2가 24-2,043-646-6070
충주용산점,충북,충주시,충북 충주시 남산로 93 (용산동),043-857-6670
충북제천청전점,충북,제천시,충북 제천시 의림대로33길 27 (청전동),043-647-0044
충북청주봉명점,충북,청주시,충북 청주시 흥덕구 백봉로 203 (봉명동),043-272-8260
청주 용암금천점,충북,청주시,충북 청주시 상당구 낙영로24번길 18 (용암동) 1층,043-292-0060
충북혁신도시점,충북,음성군,충북 음성군 맹동면 용두1길 15,043-883-3007
충주연수점,충북,충주시,"충북 충주시 연수서편2길 11 (연수동, 충주 센트럴 푸르지오) 상사동 1층 106호",043-852-8591
충북오창점,충북,청주시,"충북 청주시 청원구 오창읍 오창중앙로 12 (각리, 중앙하이츠빌아파트 상가) 1층 108호 (중앙하이츠빌 아프트 상가)",043-211-8060
청주 율량사천점,충북,청주시,충북 청주시 청원구 사뜸로 34 (율량동),043-212-1060
청주수곡개신점,충북,청주시,충북 청주시 서원구 모충로 9 (개신동) 1층 103호,043-272-6092
충북음성금왕점,충북,음성군,충북 음성군 금왕읍 금석로 54-2 (무극리),043-881-0660
청주 복대가경점,충북,청주시,"충북 청주시 흥덕구 대신로 6 (복대동, 성옥빌딩)",043-234-0060
충북증평점,충북,증평군,충북 증평군 증평읍 중앙로10길 8 (교동리),043-838-8558
충남천안신방통정점,충남,천안시,충남 천안시 동남구 통정11로 57 (신방동) 1층,041-575-2353
천안성환점,충남,천안시,충남 천안시 서북구 성환읍 연암율금로 478 1층,041-587-6060
충남계룡엄사점,충남,계룡시,충남 계룡시 엄사면 번영로 84,042-551-6609
부여점,충남,부여군,충남 부여군 부여읍 석탑로41번길 15,041-836-0060
천안직산점,충남,천안시,충남 천안시 서북구 직산읍 봉주로 62 1층,041-581-0160
홍성법원점,충남,홍성군,충남 홍성군 홍성읍 법원로 16 103호,041-631-6066
공주신관점,충남,공주시,충남 공주시 번영2로 74 (신관동),041-852-6083
천안청당점,충남,천안시,충남 천안시 동남구 청수11로 26 (청당동) 103호,041-555-6082
충남보령동대점,충남,보령시,충남 보령시 작은오랏2길 35 (동대동),041-932-0600
충남태안점,충남,태안군,충남 태안군 태안읍 후곡로 132,041-673-0060
충남내포점,충남,홍성군,충남 홍성군 홍북읍 청사로48번길 10-1,041-633-8860
충남서산테크노밸리점,충남,서산시,충남 서산시 성연면 성연3로 57-7 104호,041-666-1160
충남기지시점,충남,당진시,충남 당진시 송악읍 반촌로 140-38 101호,041-357-6088
충남서산인지점,충남,서산시,충남 서산시 인지면 둔당로 106-20,041-664-6060
대천해수욕장점,충남,보령시,충남 보령시 해수욕장4길 94 (신흑동),041-935-0060
아산테크노밸리점,충남,아산시,충남 아산시 둔포면 아산밸리중앙로 80-13 109호,041-547-9977
천안두정성정점,충남,천안시,충남 천안시 서북구 원두정10길 10 (두정동) 102호,041-622-6066
충남당진점,충남,당진시,충남 당진시 북문로1길 27-16 (읍내동) 102호,041-353-1229
아산신용화점,충남,아산시,충남 아산시 용화동 1107,041-531-8292
서산호수공원점,충남,서산시,"충남 서산시 호수공원7로 14 (예천동, 지성빌) 1층",041-665-3358
천안신불당점,충남,천안시,충남 천안시 서북구 불당27길 7 (불당동) 아름초등학교 후문 아름드리공원 내,041-551-9989
충남논산점,충남,논산시,충남 논산시 시민로331번길 10 (취암동) 1층,041-732-9922
천안쌍용신방점,충남,천안시,충남 천안시 서북구 미라8길 14 (쌍용동) 1층 (쌍용동),041-577-0223
천안신부점,충남,천안시,충남 천안시 동남구 신부동 455-5 1층,041-909-8383
아산배방점,충남,아산시,충남 아산시 배방읍 북수리 1182-12,041-534-1005
경북구미문성점,경북,구미시,경북 구미시 고아읍 들성로 222 1동 1층,054-441-6061
경북성주점,경북,성주군,경북 성주군 성주읍 성주읍2길 16-1,054-931-9291
포항흥해초곡점,경북,포항시,경북 포항시 북구 흥해읍 초곡지구로58번길 24-6 1층,054-261-6082
경북영주점,경북,영주시,경북 영주시 대동로 20 (가흥동),054-632-6066
경주황성용강점,경북,경주시,경북 경주시 황성로 42 (황성동),054-744-6066
경북경주성건점,경북,경주시,경북 경주시 금성로407번길 8 (성건동),054-772-6606
경북문경점,경북,문경시,경북 문경시 매봉1길 11 (모전동),054-552-6066
경산하양점,경북,경산시,경북 경산시 하양읍 하양역길 8 주1동 3호 (금락리 116-164),053-852-6082
김천점,경북,김천시,경북 김천시 신양4길 53 (신음동),054-434-3579
경북상주점,경북,상주시,경북 상주시 무양동 202-1,054-536-9960
구미비산점,경북,구미시,경북 구미시 신비로 123 (비산동) 1층 101호,054-441-2750
경북도청점,경북,예천군,"경북 예천군 호명면 새움3로 52 (산합리, JM골드스퀘어) 1층",054-655-9960
포항죽도점,경북,포항시,경북 포항시 북구 죽파로 40 (죽도동),054-282-2858
포항두호우창점,경북,포항시,경북 포항시 북구 대곡로43번길 7-9 (두호동) 1층,054-242-6082
포항시청점,경북,포항시,경북 포항시 남구 대이로 99 (대잠동) 1층,054-282-5360
김천혁신도시점,경북,김천시,"경북 김천시 혁신3로 15 (율곡동, 율곡스퀘어 Ⅵ) 108호 *율곡동, 율곡스케어 6)",054-434-9004
안동용상점,경북,안동시,경북 안동시 경동로 840-2 (용상동) 1층,054-821-8960
구미상모사곡점,경북,구미시,경북 구미시 상사서로 31 (상모동) 1층 107호,054-464-6082
경북영천점,경북,영천시,경북 영천시 망정1길 176-12 (망정동),054-336-6082
포항장량점,경북,포항시,경북 포항시 북구 법원로 175 (양덕동) 1층 106호,054-256-7247
포항오천점,경북,포항시,경북 포항시 남구 오천읍 냉천로302번길 73 (원리) 1층,054-293-9952
칠곡왜관점,경북,칠곡군,"경북 칠곡군 왜관읍 석전로7길 5 (석전리, 왜관한양수자인아파트) 한양수자인상가 101호",054-975-9982
칠곡석적점,경북,칠곡군,경북 칠곡군 석적읍 서중리5길 68 (중리) A동,054-977-9292
칠곡북삼점,경북,칠곡군,경북 칠곡군 북삼읍 숭오리 16-17,054-971-0060
안동운안점,경북,안동시,경북 안동시 단원로 95 (운안동) 1층,054-843-6677
안동송현점,경북,안동시,"경북 안동시 송현길 16 (송현동, 송현휴먼시아3단지) 2층 2호",054-854-9979
구미형곡점,경북,구미시,"경북 구미시 형곡동로 103 (형곡동, 형곡 전원 리빙필) 1층 104호",054-442-2255
구미진평점,경북,구미시,경북 구미시 인동28길 41-3 (진평동) 1층 102호,054-471-0160
구미옥계점,경북,구미시,"경북 구미시 옥계북로 34 (옥계동, 원광빌딩) 1층 106호",054-476-8260
구미봉곡점,경북,구미시,경북 구미시 봉곡동 227-12 1층,054-455-2260
경산진량점,경북,경산시,경북 경산시 진량읍 북리 98-7,053-856-1160
경산정폄점,경북,경산시,경북 경산시 대학로12길 27 (정평동),053-263-6060
경산동부점,경북,경산시,경북 경산시 계양동 669-2,053-801-1160
경남고성점,경남,고성군,경남 고성군 고성읍 중앙로 46 1층,055-673-7373
마산진동점,경남,창원시,경남 창원시 마산합포구 진동면 신서촌2길 20 1층 101호,055-271-5560
진주상봉대안점,경남,진주시,경남 진주시 창렬로98번길 13 (상봉동) 1층,055-746-5966
양산웅산점,경남,양산시,경남 양산시 평산로 45-7 (평산동) 1동,055-383-6160
마산호계점,경남,창원시,경남 창원시 마산회원구 내서읍 호원로 311 101호 (호계리치프라자),055-232-6082
진주금산점,경남,진주시,경남 진주시 금산면 중천로 84 금산파크상가 1층 105호,055-761-6082
경남함양점,경남,함양군,경남 함양군 함양읍 함양로 1119,055-962-3060
경남진주가호점,경남,진주시,경남 진주시 강변길 7 (호탄동) 1층,055-763-0066
경남진주시청점,경남,진주시,경남 진주시 솔밭로 95 (상평동) 1층,055-752-5966
경남삼천포점,경남,사천시,경남 사천시 벌리9길 17 (벌리동),055-835-6092
경남진해용원점,경남,창원시,경남 창원시 진해구 용원서로39번길 16 (용원동) 102호,055-545-6077
경남진해석동점,경남,창원시,"경남 창원시 진해구 진해대로 752 (석동) 롯데시네마 19, 20호",055-546-9959
진주하대초전점,경남,진주시,경남 진주시 하대로 89 (하대동) 1층,055-757-1333
경남함안점,경남,함안군,경남 함안군 가야읍 가야로 83 1층 102호,055-584-1160
거제장평점,경남,거제시,경남 거제시 장평3로3길 22 (장평동) 1층,055-636-6092
진주혁신도시점,경남,진주시,경남 진주시 충의로 20-33 (충무공동) 104호,055-758-5965
진주천전점,경남,진주시,경남 진주시 진주대로856번길 7-2 (주약동),055-758-6070
창원봉곡명서점,경남,창원시,경남 창원시 의창구 원이대로 277 (봉곡동) 101호,055-288-6009
김해어방점,경남,김해시,경남 김해시 인제로 149 (어방동) 1층,055-321-7492
김해율하점,경남,김해시,"경남 김해시 율하3로 16 (율하동) 104호 105호(율하동, 에코빌딩)",055-322-9960
경남사천점,경남,사천시,경남 사천시 정동면 정동중앙로 5,055-854-6092
창원유니시티점,경남,창원시,경남 창원시 의창구 평산로207번길 4 (서상동) 111호,055-253-6160
통영도남미수점,경남,통영시,경남 통영시 도남로 150-6 (도남동) 102호(도남동),055-641-6060
거제수월점,경남,거제시,경남 거제시 제산로 46 (양정동) 1층,055-635-2060
창원감계점,경남,창원시,경남 창원시 의창구 북면 감계로110번길 54-15 (감계리),055-252-3835
양산신도시점,경남,양산시,경남 양산시 양산역로 105 (중부동) 107호,055-363-6082
양산증산점,경남,양산시,경남 양산시 물금읍 백호2길 31-9 (가촌리),055-366-6082
거제상문점,경남,거제시,경남 거제시 문동동 756 301~302호,055-636-1160
진해마린시티점,경남,창원시,경남 창원시 진해구 충장로657번길 20 (장천동) 현대빌딩 1층 102호,055-545-6160
마산내서삼계점,경남,창원시,경남 창원시 마산회원구 내서읍 삼계리 623-7,055-232-9294
마산구암합성점,경남,창원시,경남 창원시 마산회원구 합성시장길 2-31 (합성동) 1층,055-297-1797
창원남양대방점,경남,창원시,"경남 창원시 성산구 대정로 145 (대방동, 대방개나리1차아파트) 103호",055-261-7233
진주평거점,경남,진주시,경남 진주시 신평공원길25번길 8-8 (평거동) 1층,055-741-1222
김해북부내외점,경남,김해시,경남 김해시 해반천로16번길 11-6 (구산동),055-311-3643
창원상남점,경남,창원시,경남 창원시 성산구 동산로 122 (상남동) 2층 214-1호,055-267-6731
창원반송점,경남,창원시,"경남 창원시 성산구 원이대로473번길 28 (반림동, 반송빌딩) 1층 101호",055-262-6082
양산범어점,경남,양산시,경남 양산시 물금읍 화합11길 16-2 (범어리) 1층,055-383-2998
밀양점,경남,밀양시,경남 밀양시 미리벌중앙로3길 6-1 (삼문동) 1층,055-355-6066
마산합포점,경남,창원시,경남 창원시 마산합포구 문화북1길 64 (두월동2가),055-245-0606
마산교방점,경남,창원시,"경남 창원시 마산합포구 교방시장2길 31 (교방동, 신우빌라) 1층",055-222-6092
김해진영점,경남,김해시,경남 김해시 진영읍 김해대로365번길 8 (진영리) 105호,055-345-6082
경남통영점,경남,통영시,"경남 통영시 무전4길 29 (무전동, 휴엔하임) 상가동 1층 118A호",055-646-6066
경남거창점,경남,거창군,경남 거창군 거창읍 상동2길 48 (상림리),055-943-1060
거제아주점,경남,거제시,경남 거제시 아주동 1685-1,055-681-6009
김해장유점,경남,김해시,"경남 김해시 대청로210번길 20 (대청동, 비전타워빌딩) 1층 105호",055-339-6079
대전산내대성점,대전,동구,대전 동구 산내로 1339 (낭월동) 1층,042-286-6060
대전전민점,대전,유성구,대전 유성구 전민로70번길 64 (전민동) 1층,042-867-6082
대전노은역점,대전,유성구,대전 유성구 노은로 174 (지족동) 1층 108호 (도원프라자),042-826-6066
대전월평점,대전,서구,대전 서구 청사서로 16 (월평동) 1층,042-485-3737
대전복수점,대전,서구,대전 서구 복수남로 43 (복수동) 1층,042-582-6099
대전중촌점,대전,중구,대전 중구 목중로26번길 35 (중촌동) 1층,042-221-4445
대전관평점,대전,유성구,대전 유성구 관들2길 59 (관평동) 1층,042-931-5222
대전노은점,대전,유성구,대전 유성구 반석동로 64 (반석동),042-826-6050
대전관저점,대전,서구,대전 서구 관저남로12번길 15-36 (관저동) 1층 (관저동),042-541-6067
대전신탄진점,대전,대덕구,대전 대덕구 신탄진동로23번길 22 (신탄진동) 1층,042-934-9282
대전유성점,대전,유성구,"대전 유성구 온천북로 73 (봉명동, 투유1) 101호",042-822-5222
대전대동자양점,대전,동구,대전 동구 용운로 3 (대동) 1층,042-285-8260
대전법동점,대전,대덕구,대전 대덕구 계족산로5번길 113 (법동) 1층,042-628-9999
서대전점,대전,중구,대전 중구 오류동 163-3,042-582-6066
대전둔산점,대전,서구,대전 서구 둔산로206번길 34 (둔산동) 1층,042-482-9972
대구월성대천점,대구,달서구,대구 달서구 조암남로 85 (월성동) 주건축물 제1동 1층 112호(월성동),053-633-6082
대구금호지구점,대구,북구,대구 북구 한강로6길 6 (사수동),053-311-6082
대구연경지구점,대구,북구,"대구 북구 연경중앙로 3 (연경동) 109호, 110호",053-985-9998
대구진천점,대구,달서구,대구 달서구 진천로 51 (진천동) 1층,053-632-0098
대구구지점,대구,달성군,대구 달성군 구지면 과학마을로3길 3 1층,053-617-0060
대구남산대봉점,대구,중구,대구 중구 대봉로 215 (대봉동) 1층,053-257-6092
대구옥포점,대구,달성군,대구 달성군 옥포읍 교항리 2903 유니크빌딩 1층 102호,053-615-0040
대구각산점,대구,동구,대구 동구 동호로2길 37-16 (동호동),053-964-6650
대구내당평리점,대구,서구,대구 서구 달구벌대로 1691 (내당동) 102호 (M플라자),053-566-6160
대구방촌점,대구,동구,대구 동구 동촌로42길 19-1 (방촌동),053-982-6061
대구복현산격점,대구,북구,대구 북구 복현로 74 (복현동) 1층,053-942-0666
대구황금상동점,대구,수성구,대구 수성구 수성로25길 5 (상동) 1층,053-762-6088
대구무태조야점,대구,북구,대구 북구 서변로 53-1 (서변동) 1층,053-939-6918
대구수성범어점,대구,수성구,"대구 수성구 들안로78길 23 (범어동) 1, 2층",053-753-6650
비산평리점,대구,서구,대구 서구 달서로28길 5-12 (비산동),053-565-1006
대구범어로데오점,대구,수성구,대구 수성구 달구벌대로 2522 (범어동) 1층,053-753-6660
대구용산점,대구,달서구,대구 달서구 용산서로 4-28 (용산동) 1층,053-525-6011
대구매천점,대구,북구,대구 북구 태전동 1123,053-313-1101
이시아폴리스점,대구,동구,"대구 동구 팔공로51길 3 (봉무동) 1층 (119호, 120호)",053-322-0037
대구수성못점,대구,수성구,대구 수성구 수성못2길 23 (두산동) 2층,053-768-4242
부산반송점,부산,해운대구,부산 해운대구 아랫반송로 36 (반송동) 1층,051-542-6060
대구대명봉덕점,대구,남구,대구 남구 대명로57길 15 (대명동) 1층,053-627-7771
대구다사점,대구,달성군,대구 달성군 다사읍 세천북로 17 (세천리) 1층 101호,053-588-6067
대구율하점,대구,동구,대구 동구 율하서로 60 (율하동) 1층 101호,053-965-6092
대구본리감삼성당점,대구,달서구,대구 달서구 장기로 82 (성당동) 1층,053-657-6002
대구신암복현점,대구,동구,대구 동구 신암로20길 22 (신암동),053-956-9963
대구테크노폴리스점,대구,달성군,대구 달성군 유가면 테크노중앙대로6길 15-17 (봉리) 104호,053-611-6099
대구동천점,대구,북구,대구 북구 대천로17길 8 (동천동) 1층,053-322-1002
부산해운대점,부산,해운대구,"부산 해운대구 구남로 31-1 (중동, 매떡)",051-741-8809
부산장산점,부산,해운대구,"부산 해운대구 세실로 64 (좌동, 화목데파트) 지하 1층 107호",051-703-8260
부산반여점,부산,해운대구,부산 해운대구 삼어로133번나길 2 (반여동) 1층 60계 치킨,051-531-2003
대구화원명곡점,대구,달성군,대구 달성군 화원읍 성화로4길 12 (성산리),053-637-9980
대구침산점,대구,북구,대구 북구 성북로 37 (침산동) 1층,053-356-6363
대구시지점,대구,수성구,대구 수성구 달구벌대로641길 27 (매호동),053-795-6060
대구성서점,대구,달서구,"대구 달서구 계대동문로 99 (이곡동, 성서보성화성타운) 301동 1층 111호",053-581-6006
대구상인도원점,대구,달서구,"대구 달서구 상인서로 46 (상인동, 상인서한타운) 110동 109호",053-637-6007
대구범물점,대구,수성구,"대구 수성구 용학로 272 (범물동, 범물창신태성한라맨션) 콤비코아상가 A동 6호",053-763-6023
전북남원점,전북,남원시,전북 남원시 큰들길 25 (도통동),063-633-6060
익산신동점,전북,익산시,전북 익산시 동서로19길 74-1 (신동) 1층,063-854-0972
김제점,전북,김제시,전북 김제시 금성로 143 (검산동) 105호 (예승빌딩),063-544-6082
익산동산점,전북,익산시,전북 익산시 서동로 115 (마동),063-857-0060
완주봉동점,전북,완주군,전북 완주군 봉동읍 과학로 1015,063-262-6092
전주호성우아1동점,전북,전주시,전북 전주시 덕진구 호성3길 11-2 (호성동1가) 1층 104호,063-247-1500
전주여의반월점,전북,전주시,전북 전주시 덕진구 편운로 34 (동산동) 1층 101호,063-211-4560
전주삼천점,전북,전주시,전북 전주시 완산구 강변로 21 (삼천동1가) 1층,063-226-9982
전주송천2호점,전북,전주시,전북 전주시 덕진구 시천로 60 (송천동1가) 1층,063-278-6082
전주평화점,전북,전주시,"전북 전주시 완산구 맏내로 28 (평화동2가, 평화동 광신프로그레스 아파트) 1동 106호",063-236-6066
전주전북대점,전북,전주시,전북 전주시 덕진구 명륜5길 17 (덕진동1가) 1층 1호(덕진동1가),063-255-6082
전북전주서신점,전북,전주시,전북 전주시 완산구 새터로 39 (서신동) 1층,063-271-6082
전주혁신도시점,전북,완주군,전북 완주군 이서면 갈산리 691-1,063-227-6082
정읍상동점,전북,정읍시,전북 정읍시 충정로 65 (상동) 102호,063-536-6066
전북고창점,전북,고창군,전북 고창군 고창읍 성산로 28,063-563-1060
익산모현점,전북,익산시,전북 익산시 선화로1길 16 (모현동1가) 1동 104호,063-851-6060
익산영등점,전북,익산시,전북 익산시 무왕로13길 25 (영등동) 영등3차제일아파트 동편상가1층,063-832-6060
전주송천점,전북,전주시,전북 전주시 덕진구 오송1길 37-7 (송천동1가) 104호,063-275-6092
전주효자신시가지점,전북,전주시,"전북 전주시 완산구 홍산1길 7 (효자동2가, 전주 효자 SK Leaders VIEW) 137호",063-227-9982
전주아중인후우아점,전북,전주시,전북 전주시 덕진구 건산로 276 (우아동2가) 1층,063-242-6082
전주중화산점,전북,전주시,전북 전주시 완산구 중산중앙로 27 (중화산동2가) 1층(중화산동2가),063-222-1160
전북군산점,전북,군산시,전북 군산시 동수송8길 10 (수송동),063-471-7778
전남여수죽림점,전남,여수시,전남 여수시 소라면 죽림2길 38-12 1층,061-691-5070
전남여수돌산점,전남,여수시,전남 여수시 돌산읍 강남동로 43 1층,061-643-6060
전남광양읍점,전남,광양시,전남 광양시 광양읍 서평10길 21 1층 일부호,061-761-6066
순천용당삼산점,전남,순천시,"전남 순천시 용당삼산로 63 (용당동, 덕진 순천의 봄 아파트) 119동 105호",061-755-5271
여수웅천점,전남,여수시,전남 여수시 예울마루로 37-53 (웅천동) 1층 101호,061-686-6082
여수여서문수점,전남,여수시,전남 여수시 문수로 94 (문수동),061-654-9685
여수학동점,전남,여수시,전남 여수시 시청동3길 35-17 (학동),061-692-1009
해남점,전남,해남군,전남 해남군 해남읍 구교3길 8-3,061-535-6082
전남순천신대점,전남,순천시,전남 순천시 해룡면 신대1길 4-21 103호,061-726-0690
전남순천조례점,전남,순천시,전남 순천시 봉화2길 18 (조례동) 1층,061-726-6082
나주대호점,전남,나주시,전남 나주시 대호길 81 (대호동),061-333-6092
목포상동석현점,전남,목포시,전남 목포시 옥암로 173 (석현동) 1층,061-281-9233
목포하당점,전남,목포시,전남 목포시 옥암로 45 (상동) 1층,061-282-6092
광양중마점,전남,광양시,전남 광양시 오류3길 5 (중동) 1층,061-795-0660
목포북항점,전남,목포시,전남 목포시 원산로59번길 24 (산정동) 1층,061-273-6066
나주빛가람점,전남,나주시,"전남 나주시 상야1길 12 (빛가람동) 골든프라자A동 101, 102호",061-337-0060
전남화순점,전남,화순군,전남 화순군 화순읍 중앙로 93-9 1층,061-373-6060
전남목포용해점,전남,목포시,전남 목포시 연산백련로7번길 2-10 (연산동),061-279-0660
전남영광점,전남,영광군,전남 영광군 영광읍 천년로11길 35-1,061-352-7888
순천오천점,전남,순천시,"전남 순천시 오천4길 21 (오천동, 골드클래스) 112동 101호",061-744-6082
남악옥암점,전남,무안군,전남 무안군 삼향읍 남악4로60번가길 7 (남악리),061-287-6692
경기광주오포점,경기,광주시,경기 광주시 오포읍 신현로 28 나동 1층,031-714-6066
광주백운양림점,광주,남구,광주 남구 백운로 69 (백운동) 1층,062-676-6066
광주학동지원점,광주,동구,광주 동구 의재로 48 (학동) 1층,062-236-6060
광주동명계림점,광주,동구,광주 동구 장동로 9 (장동),062-222-6066
광주중흥신안점,광주,북구,광주 북구 호동로 22-1 (중흥동),062-266-6082
광주효천점,광주,남구,광주 남구 효우2로26번길 7 (행암동) 1층,062-674-6030
광주상무점,광주,서구,광주 서구 상무민주로76번길 26 (쌍촌동),062-376-6092
광주풍암점,광주,서구,광주 서구 풍암2로53번길 6 (풍암동) 1층,062-682-6066
광주선운송정점,광주,광산구,광주 광산구 선운중앙로 50 (선암동) 108호,062-942-6092
광주하남점 (전라도),광주,광산구,광주 광산구 사암로383번길 39 (하남동) 1층 116호,062-951-6066
광주문흥오치점,광주,북구,광주 북구 문산로 27 (문흥동) 1층,062-269-6082
광주운암동림점,광주,북구,광주 북구 대자실로 23-1 (운암동) 7~8호 (현대아파트상가),062-527-0060
광주진월점,광주,남구,광주 남구 광복마을길 75 (진월동),062-652-8777
광주용봉점,광주,북구,광주 북구 용봉택지로 67 (용봉동) 1층,062-514-6082
광주우산메가박스점,광주,광산구,광주 광산구 사암로216번길 10-17 (우산동),062-954-7792
광주일곡매곡점,광주,북구,광주 북구 설죽로 518-4 (일곡동) 1층,062-574-6066
광주방림봉선점,광주,남구,광주 남구 용대로 150 (방림동) 1층,062-655-8260
광주첨단점,광주,광산구,광주 광산구 월계로 217 (쌍암동) 1층 124호 (첨단프라자),062-971-6660
광주두암점,광주,북구,광주 북구 탁영로 14 (두암동),062-251-9290
광주금호점,광주,서구,광주 서구 금화로85번길 21 (금호동),062-384-6060
광주태전점,경기,광주시,경기 광주시 고불로 65 (태전동),031-764-1060
광주화정점,광주,서구,광주 서구 염화로83번길 4-25 (화정동),062-383-3328
광주양산점,광주,북구,광주 북구 양산동 851,062-572-1977
광주수완점,광주,광산구,광주 광산구 수완로49번길 6 (수완동) 1층,062-531-6060
광주송정점,경기,광주시,경기 광주시 송정동 112-6 1층,031-797-1160
울산언양점,울산,울주군,울산 울주군 삼남읍 교동리 1562-3 1층,052-254-6092
울산덕신점,울산,울주군,울산 울주군 온산읍 온덕1길 3,052-261-6060
울산수암점,울산,남구,울산 남구 중앙로 54 (신정동) 1층,052-266-6070
울산신정달동점,울산,남구,울산 남구 팔등로67번길 7 (신정동) 1층,052-221-9292
울산옥동점,울산,남구,울산 남구 문수로335번길 6 (옥동) 1층 106호,052-266-0060
울산신천점,울산,북구,울산 북구 신천로 97 (매곡동) 1층,052-282-6070
울산신정점,울산,남구,"울산 남구 동산로69번길 14 (신정동, 문수로2차아이파크2단지) 101호",052-271-9992
울산우정태화점,울산,중구,울산 중구 유곡로 56 (유곡동),052-248-0508
울산삼산점,울산,남구,울산 남구 삼산로254번길 21-1 (달동) 1층,052-266-6092
울산매곡점,울산,북구,울산 북구 매곡본길 71 (매곡동) 1층,052-282-6033
울산병영점,울산,중구,울산 중구 곽남1길 23 (남외동),052-295-6060
울산무거점,울산,남구,울산 남구 신복로 66 (무거동) 101호,052-249-6092
울산화봉점,울산,북구,울산 북구 화봉동 1451-3 1층,052-289-6061
울산화정점,울산,동구,울산 동구 화진8길 48 (화정동) 102호,052-232-6092
울산천상점,울산,울주군,울산 울주군 범서읍 천상리 652-1 국택그린빌 후문,052-211-7260
울산천곡점,울산,북구,울산 북구 천곡동 410-6 1층,052-295-3360
울산온양점,울산,울주군,울산 울주군 온양읍 연안8길 26 (대안리),052-237-7272
울산남목점,울산,동구,울산 동구 미포1길 55 (동부동) 1층,052-233-0508
울산강동점,울산,북구,"울산 북구 강동산하5로 25 (산하동, 블루마시티 효성해링턴 플레이스 2단지) 상가동 124호",052-282-6082
부산괘법점,부산,사상구,부산 사상구 삼덕로46번길 108 (삼락동) 1층(삼락동),051-305-8260
부산서면점,부산,부산진구,부산 부산진구 서전로68번길 65 (전포동),051-819-6060
부산가톨릭대점,부산,금정구,부산 금정구 기찰로 117 (부곡동) 1층,051-517-7272
부산감천점,부산,사하구,부산 사하구 감천로38번길 12 (감천동) 1층,051-202-1160
부산반송점,부산,해운대구,부산 해운대구 아랫반송로 36 (반송동) 1층,051-542-6060
부산센텀수영점,부산,수영구,"부산 수영구 수미로14번길 35 (수영동, 수영강동원로얄듀크) 104호",051-756-0919
부산구서점,부산,금정구,"부산 금정구 수림로72번길 136 (구서동, 청효빌라) 101호",051-583-7558
부산정관신도시점,부산,기장군,부산 기장군 정관읍 구연4로 20 (매학리) 1층 102호,051-727-6089
명지국제신도시점,부산,강서구,부산 강서구 명지국제12로11번길 15-23 (명지동) 1층,051-202-7373
부산대연점,부산,남구,"부산 남구 진남로46번길 28 (대연동, 한우맨션) 지하층 1호",051-622-1160
부산온천명륜점,부산,동래구,부산 동래구 시실로 32-2 (명륜동) 우측상가 1층,051-556-1160
부산화명카이저점,부산,북구,"부산 북구 금곡대로 166 (화명동, 롯데캐슬카이저) B106",051-363-1160
부산해운대점,부산,해운대구,"부산 해운대구 구남로 31-1 (중동, 매떡)",051-741-8809
부산초읍연지점,부산,부산진구,부산 부산진구 성지로 79 (초읍동) 1층,051-808-6066
부산장산점,부산,해운대구,"부산 해운대구 세실로 64 (좌동, 화목데파트) 지하 1층 107호",051-703-8260
